worker_id,age_group,gender,education,hourly_rate,expense_per_hour,net_hourly,multi_apping,avg_trips_per_hour,experience_weeks,rating,home_zone
W0000,46-55,female,bachelors,27.966636603073727,6.6275130235118525,21.339123579561875,True,2.7565611428125614,124,4.642880631811393,133
W0001,26-35,male,bachelors,15.545205011291285,5.580416541655969,9.964788469635316,False,2.835298120519842,58,4.807687419057193,150
W0002,26-35,male,high_school,10.5,5.983541232934239,4.516458767065761,False,2.4075172881959364,37,4.87952667200655,156
W0003,36-45,male,high_school,24.298001274826433,4.025911198367909,20.272090076458525,False,2.9039743978656505,114,4.846280140469925,162
W0004,36-45,female,high_school,22.020896803295273,5.203262849991861,16.81763395330341,False,2.725843281111458,112,4.6437668310258475,79
W0005,36-45,male,bachelors,25.489220527771092,6.602135593062833,18.88708493470826,True,2.0922979528957018,150,4.886054602425189,142
W0006,26-35,male,graduate,19.893256262058355,4.144445474594493,15.748810787463862,False,2.410871253265555,113,4.7868119435710605,219
W0007,46-55,female,high_school,10.5,4.084262991247659,6.415737008752341,False,2.354853397453305,71,4.998611393101561,151
W0008,26-35,female,bachelors,22.83957430763715,3.64048349041642,19.19909081722073,True,2.3383264236640957,149,4.577038684002109,92
W0009,36-45,male,high_school,21.569140379616748,4.172393018514207,17.39674736110254,False,1.9388446746337848,12,4.883236599394972,119
W0010,18-25,male,some_college,15.034910564675268,6.284334174997915,8.750576389677352,False,2.3517744529875024,145,4.690194826598292,6
W0011,46-55,female,some_college,17.097021410276383,6.680961258908132,10.416060151368251,False,2.155953220681795,141,4.61200657508707,4
W0012,36-45,female,some_college,25.526534851677223,4.875869098483006,20.650665753194218,False,2.156889092157382,113,4.682102882714144,6
W0013,36-45,male,high_school,22.03204696323037,3.8503456305114225,18.181701332718948,False,1.5058374019554301,14,4.974699148034685,251
W0014,56+,female,high_school,25.62840353081837,6.977301222460834,18.651102308357537,True,2.2291100127208696,107,4.612021312376981,166
W0015,26-35,male,high_school,10.5,4.98852811516724,5.51147188483276,False,3.0660995472087653,63,4.52927420136184,218
W0016,46-55,male,bachelors,23.157036974962466,5.640151482915158,17.516885492047308,False,2.659988555278011,106,4.9982143123159615,137
W0017,26-35,male,bachelors,13.8778497414646,5.493882892264229,8.38396684920037,False,2.8682314404921367,151,4.664831550713334,262
W0018,26-35,female,bachelors,27.9308045271558,4.745346186579088,23.185458340576712,True,2.2647946257409064,149,4.8441640475520655,11
W0019,26-35,female,some_college,14.500667510871178,5.630144846349786,8.870522664521392,False,2.424206637071724,82,4.634094321010242,33
W0020,56+,male,high_school,22.76930445293533,7.912833397787443,14.856471055147887,False,1.7687369791682663,138,4.992665369577631,122
W0021,36-45,female,bachelors,31.75113812065573,4.6813837437144485,27.069754376941283,False,2.0022193563647828,120,4.678073746951089,238
W0022,36-45,female,bachelors,20.081585107216934,5.526311393487768,14.555273713729166,True,1.6049442317630225,50,4.653244774459988,222
W0023,18-25,male,bachelors,31.470844950663704,4.477576446276931,26.993268504386773,False,2.560972733538544,138,4.791290395259065,226
W0024,26-35,female,some_college,27.17122656657247,6.523749231790719,20.647477334781755,False,2.3006272049519554,145,4.5008688804495005,262
W0025,36-45,male,bachelors,19.91779804124378,6.519295980442218,13.398502060801563,True,1.9704853428127833,114,4.889876364250827,25
W0026,26-35,male,some_college,19.28499273444135,5.356729914065957,13.928262820375393,False,2.7512833933303695,74,4.812425268876335,129
W0027,26-35,male,bachelors,25.492804019647746,6.73470872066679,18.758095298980955,False,2.7915337587107816,123,4.917946868837173,61
W0028,36-45,female,high_school,22.866908805454322,4.483680933795772,18.38322787165855,False,3.2897000607429594,79,4.8946770593022215,31
W0029,36-45,female,some_college,30.516805855674093,3.0,27.516805855674093,True,2.089260255663681,126,4.762921612084448,101
W0030,18-25,female,high_school,10.5,5.262107063698278,5.237892936301722,True,2.172041945308092,141,4.669704238074558,239
W0031,26-35,male,bachelors,16.506090149006283,3.0,13.506090149006283,False,3.041606559218853,27,4.904207755956769,215
W0032,36-45,male,bachelors,30.92173434537341,3.0,27.92173434537341,False,1.201621170524795,99,4.552636128264844,241
W0033,26-35,male,some_college,24.071904165727993,5.790603227157618,18.281300938570375,False,2.0047761451281474,9,4.610767955781937,49
W0034,36-45,male,some_college,25.18633261578296,5.817976319035622,19.368356296747336,False,2.5748654706300456,71,4.882154735385717,101
W0035,26-35,male,high_school,20.727144439804302,3.0,17.727144439804302,False,2.07005468780322,58,4.907171552428385,246
W0036,26-35,female,graduate,23.659316282621088,3.0,20.659316282621088,False,1.6371991043234981,20,4.735455517809324,248
W0037,26-35,other,high_school,12.75297954563153,4.95759213330039,7.795387412331139,False,1.949978858951071,130,4.5439056831453595,126
W0038,26-35,male,high_school,15.90004906546574,4.2596474854837405,11.640401579982,False,3.06464583093563,110,4.776071990013592,142
W0039,36-45,male,some_college,22.586219753703254,5.219747436044927,17.366472317658328,False,3.100316128276254,72,4.950176490923556,72
W0040,36-45,female,some_college,20.57772158872776,3.0,17.57772158872776,False,2.6241776608526575,5,4.837290758660897,27
W0041,26-35,male,some_college,19.826714439124434,3.5800739302925746,16.24664050883186,True,1.9557910923272737,84,4.73295669918579,122
W0042,26-35,other,bachelors,18.20264309607912,3.0,15.202643096079122,True,3.7909756863208175,16,4.814663084426059,224
W0043,26-35,male,some_college,15.094221732367258,5.115861478753229,9.978360253614028,False,1.9893351180935248,123,4.6880826338752275,226
W0044,56+,male,some_college,23.44332715742788,5.137603285347396,18.305723872080485,False,1.483443804051952,65,4.882898833879896,187
W0045,36-45,male,bachelors,32.255194564006786,6.809265665771923,25.44592889823486,True,3.258012528713668,40,4.876667355332821,112
W0046,36-45,male,bachelors,30.240406656312338,5.292381581786685,24.948025074525653,True,2.638900188054974,4,4.601290954488403,204
W0047,26-35,female,some_college,19.575960315978495,5.439020983641085,14.136939332337409,False,2.9304952849737846,35,4.978585833924039,77
W0048,36-45,male,bachelors,15.68820282317736,4.018247649767188,11.669955173410171,False,2.701190153425633,24,4.680950139030894,69
W0049,26-35,male,some_college,10.5,7.34921598204376,3.15078401795624,False,2.6897948672044967,61,4.617885199275948,255
W0050,46-55,male,high_school,25.31583119636555,4.790061855637042,20.52576934072851,True,2.729925763049198,155,4.89320756829217,109
W0051,36-45,male,some_college,15.028314607232922,4.373374509803343,10.654940097429579,True,2.384655657715234,113,4.632318688261297,167
W0052,36-45,male,some_college,14.838382904361623,5.253310773448692,9.58507213091293,True,2.2039079412820266,155,4.942387372792962,162
W0053,46-55,other,some_college,34.61565128569908,5.716165711923565,28.899485573775515,True,2.1409047440264097,57,4.842978219810415,204
W0054,36-45,female,some_college,23.917684015651894,4.829055757043724,19.088628258608168,True,2.514948332218856,138,4.976785634868934,221
W0055,56+,male,graduate,26.499507686270753,6.356448644048999,20.143059042221754,False,2.726485676366568,62,4.936085003536903,192
W0056,46-55,female,some_college,29.51557291934843,5.641666131403041,23.873906787945387,False,2.7769946105638517,65,4.843544652298968,75
W0057,26-35,female,bachelors,10.5,4.630802738279344,5.869197261720656,False,1.5102583084927779,142,4.639090304748338,152
W0058,36-45,female,some_college,20.66656740057523,6.035916150397767,14.630651250177461,True,2.9982412743336617,119,4.677232729534389,100
W0059,26-35,male,graduate,15.825392819937722,4.876222885249741,10.94916993468798,False,2.815756104686341,117,4.830064487411963,189
W0060,56+,male,some_college,25.03275211668243,4.7281348834816965,20.304617233200734,False,2.6451422509837994,119,4.7236779770648365,160
W0061,36-45,male,bachelors,29.4574015961608,3.0,26.4574015961608,False,2.91842435647413,94,4.931988536959322,123
W0062,56+,male,some_college,25.48566080861159,4.851152296029967,20.634508512581625,True,3.2803843311660117,12,4.886987792031168,157
W0063,18-25,female,bachelors,15.829037211544968,5.463501936080857,10.365535275464111,False,2.3823535702135987,101,4.581644312492403,226
W0064,26-35,male,some_college,22.01389714194234,4.552569330300582,17.46132781164176,False,3.175454280072766,3,4.8291191795639525,187
W0065,26-35,male,high_school,23.34721369144072,5.297908669456476,18.049305021984246,False,1.2825267992443963,137,4.665438691110087,72
W0066,26-35,male,graduate,23.38086049639216,3.438787539544204,19.942072956847955,True,2.8119692732535557,71,4.794044019039815,262
W0067,26-35,female,some_college,22.738664721315523,3.568606289532449,19.170058431783072,False,2.927034855001663,67,4.78058969036712,114
W0068,26-35,male,some_college,25.158452740228057,4.511805216882243,20.646647523345813,False,2.393693221657086,94,4.513190232464448,29
W0069,36-45,female,bachelors,22.316071207965194,4.826487053428286,17.489584154536907,True,1.8451287928815963,138,4.680981904183811,14
W0070,26-35,male,some_college,23.389645610902683,8.0,15.389645610902683,False,3.596316847601834,97,4.668296583177118,205
W0071,36-45,female,bachelors,17.711899666736223,4.8032249142130325,12.90867475252319,False,3.796454541118678,72,4.892747961199703,143
W0072,56+,male,bachelors,13.386285828967065,4.659586888130445,8.72669894083662,False,1.9567536418625704,32,4.5253257727001905,113
W0073,46-55,male,bachelors,25.926618348914005,7.015031749851618,18.91158659906239,True,2.550224800293714,81,4.689706460965532,16
W0074,56+,female,high_school,10.560123873767155,3.0,7.5601238737671554,False,2.400191279670615,109,4.668246185249483,144
W0075,26-35,male,some_college,10.5,3.818313641911871,6.681686358088129,False,2.375683294329166,131,4.858389675690919,189
W0076,26-35,male,bachelors,19.2173282568282,5.171439003302729,14.04588925352547,False,2.6312634701619233,82,4.667129691213953,61
W0077,36-45,male,high_school,28.852297658062422,5.930616163133259,22.921681494929164,True,2.114387160768033,144,4.562800936334821,187
W0078,36-45,male,graduate,20.250622810576,6.492103690770519,13.75851911980548,False,2.6720833033380114,92,4.894316504424446,165
W0079,18-25,female,bachelors,24.966227639548993,4.843860693009155,20.122366946539838,True,2.8776965461765287,54,4.66858223248769,68
W0080,46-55,female,bachelors,23.48856659559029,7.4232607861490045,16.065305809441284,False,2.5078307319803974,149,4.610786102457649,227
W0081,26-35,female,bachelors,35.0,6.370284783105316,28.629715216894684,True,1.0550973705173026,89,4.627923666910592,206
W0082,26-35,male,some_college,24.226377628750537,7.379184294850919,16.847193333899618,False,2.1347478540170806,46,4.964572964705498,235
W0083,26-35,male,high_school,26.395808088028943,4.396903268466422,21.99890481956252,False,1.863875731051989,86,4.652239217656816,134
W0084,26-35,female,bachelors,18.671110339655794,4.721733358523521,13.949376981132273,True,2.6503720380950875,92,4.7466161042212045,28
W0085,18-25,male,bachelors,13.588306993298096,4.333312995740069,9.254993997558026,True,2.3016461599052,91,4.660633361549252,161
W0086,18-25,female,bachelors,22.544925472815237,5.275654419018909,17.269271053796327,False,1.7229851216073921,18,4.805535695977696,232
W0087,26-35,male,high_school,13.485387714904311,4.00891832525289,9.47646938965142,True,2.5561214177110405,146,4.6881521146617136,226
